habitat,habitat_class,pressure,pressure_category,scen_time,color,avg_impact
deep pelagic,offshore,primary productivity,productivity,ssp245_current,#A1BE79FF,0.01096889660255316
deep pelagic,offshore,primary productivity,productivity,ssp245_medium-term,#A1BE79FF,0.03738391825839647
deep pelagic,offshore,primary productivity,productivity,ssp245_near-term,#A1BE79FF,0.029673384054129556
deep pelagic,offshore,primary productivity,productivity,ssp585_current,#A1BE79FF,0.010972660637576447
deep pelagic,offshore,primary productivity,productivity,ssp585_medium-term,#A1BE79FF,0.044407362832949986
deep pelagic,offshore,primary productivity,productivity,ssp585_near-term,#A1BE79FF,0.031096138555204794
deep pelagic,offshore,reduced oxygen,climate-change-other,ssp245_current,#E95D93FF,0.021284565093727528
deep pelagic,offshore,reduced oxygen,climate-change-other,ssp245_medium-term,#E95D93FF,0.027133288884333435
deep pelagic,offshore,reduced oxygen,climate-change-other,ssp245_near-term,#E95D93FF,0.023245090358753235
deep pelagic,offshore,reduced oxygen,climate-change-other,ssp585_current,#E95D93FF,0.021284565093727528
deep pelagic,offshore,reduced oxygen,climate-change-other,ssp585_medium-term,#E95D93FF,0.026531446073557903
deep pelagic,offshore,reduced oxygen,climate-change-other,ssp585_near-term,#E95D93FF,0.023028628683297202
deep pelagic,offshore,sea level rise,climate-change-other,ssp245_current,#9F2C6CFF,0
deep pelagic,offshore,sea level rise,climate-change-other,ssp245_medium-term,#9F2C6CFF,0
deep pelagic,offshore,sea level rise,climate-change-other,ssp245_near-term,#9F2C6CFF,0
deep pelagic,offshore,sea level rise,climate-change-other,ssp585_current,#9F2C6CFF,0
deep pelagic,offshore,sea level rise,climate-change-other,ssp585_medium-term,#9F2C6CFF,0
deep pelagic,offshore,sea level rise,climate-change-other,ssp585_near-term,#9F2C6CFF,0
hard shelf,offshore,acidification,climate-change-other,ssp245_current,#C84382FF,0.045615477187102293
hard shelf,offshore,acidification,climate-change-other,ssp245_medium-term,#C84382FF,0.08362406250050133
hard shelf,offshore,acidification,climate-change-other,ssp245_near-term,#C84382FF,0.06292043395517985
hard shelf,offshore,acidification,climate-change-other,ssp585_current,#C84382FF,0.0448538571950541
hard shelf,offshore,acidification,climate-change-other,ssp585_medium-term,#C84382FF,0.11504704659892138
hard shelf,offshore,acidification,climate-change-other,ssp585_near-term,#C84382FF,0.0667942007746687
hard shelf,offshore,air heat index,climate-change-temperature,ssp245_current,#8A0000FF,0
hard shelf,offshore,air heat index,climate-change-temperature,ssp245_medium-term,#8A0000FF,0
hard shelf,offshore,air heat index,climate-change-temperature,ssp245_near-term,#8A0000FF,0
hard shelf,offshore,air heat index,climate-change-temperature,ssp585_current,#8A0000FF,0
hard shelf,offshore,air heat index,climate-change-temperature,ssp585_medium-term,#8A0000FF,0
hard shelf,offshore,air heat index,climate-change-temperature,ssp585_near-term,#8A0000FF,0
hard shelf,offshore,coastal disturbance,land-based,ssp245_current,#ECA045FF,0.046490238533601624
hard shelf,offshore,coastal disturbance,land-based,ssp245_medium-term,#ECA045FF,0.047337210554816885
hard shelf,offshore,coastal disturbance,land-based,ssp245_near-term,#ECA045FF,0.047069596102922696
hard shelf,offshore,coastal disturbance,land-based,ssp585_current,#ECA045FF,0.046313839805433375
hard shelf,offshore,coastal disturbance,land-based,ssp585_medium-term,#ECA045FF,0.04630338781949105
hard shelf,offshore,coastal disturbance,land-based,ssp585_near-term,#ECA045FF,0.04656636724103216
hard shelf,offshore,fisheries biomass loss,fisheries,ssp245_current,#4DB0D3FF,0.23547776752780325
hard shelf,offshore,fisheries biomass loss,fisheries,ssp245_medium-term,#4DB0D3FF,0.3297048077953944
hard shelf,offshore,fisheries biomass loss,fisheries,ssp245_near-term,#4DB0D3FF,0.2923159189935748
hard shelf,offshore,fisheries biomass loss,fisheries,ssp585_current,#4DB0D3FF,0.23635823739426137
hard shelf,offshore,fisheries biomass loss,fisheries,ssp585_medium-term,#4DB0D3FF,0.33856663115913743
hard shelf,offshore,fisheries biomass loss,fisheries,ssp585_near-term,#4DB0D3FF,0.297846903331521
hard shelf,offshore,light pollution,land-based,ssp245_current,#DFC524FF,0
hard shelf,offshore,light pollution,land-based,ssp245_medium-term,#DFC524FF,0
hard shelf,offshore,light pollution,land-based,ssp245_near-term,#DFC524FF,0
hard shelf,offshore,light pollution,land-based,ssp585_current,#DFC524FF,0
hard shelf,offshore,light pollution,land-based,ssp585_medium-term,#DFC524FF,0
hard shelf,offshore,light pollution,land-based,ssp585_near-term,#DFC524FF,0
hard shelf,offshore,nutrient pollution,land-based,ssp245_current,#ED8660FF,0.005479986751792653
hard shelf,offshore,nutrient pollution,land-based,ssp245_medium-term,#ED8660FF,0.007205986008488595
hard shelf,offshore,nutrient pollution,land-based,ssp245_near-term,#ED8660FF,0.006505816439828154
hard shelf,offshore,nutrient pollution,land-based,ssp585_current,#ED8660FF,0.005490369528341116
hard shelf,offshore,nutrient pollution,land-based,ssp585_medium-term,#ED8660FF,0.007115627062298952
hard shelf,offshore,nutrient pollution,land-based,ssp585_near-term,#ED8660FF,0.0066620079036420095
hard shelf,offshore,ocean warming,climate-change-temperature,ssp245_current,#3B060AFF,0.03502660779383485
hard shelf,offshore,ocean warming,climate-change-temperature,ssp245_medium-term,#3B060AFF,0.13665556239673443
hard shelf,offshore,ocean warming,climate-change-temperature,ssp245_near-term,#3B060AFF,0.0725126748391597
hard shelf,offshore,ocean warming,climate-change-temperature,ssp585_current,#3B060AFF,0.03502660779383485
hard shelf,offshore,ocean warming,climate-change-temperature,ssp585_medium-term,#3B060AFF,0.17087898892272885
hard shelf,offshore,ocean warming,climate-change-temperature,ssp585_near-term,#3B060AFF,0.08101198320571769
hard shelf,offshore,primary productivity,productivity,ssp245_current,#A1BE79FF,0.0019195932936576288
hard shelf,offshore,primary productivity,productivity,ssp245_medium-term,#A1BE79FF,0.016564698994275064
hard shelf,offshore,primary productivity,productivity,ssp245_near-term,#A1BE79FF,0.01179748915071586
hard shelf,offshore,primary productivity,productivity,ssp585_current,#A1BE79FF,0.001870016719864557
hard shelf,offshore,primary productivity,productivity,ssp585_medium-term,#A1BE79FF,0.01818132212987109
hard shelf,offshore,primary productivity,productivity,ssp585_near-term,#A1BE79FF,0.012790198492721467
hard shelf,offshore,reduced oxygen,climate-change-other,ssp245_current,#E95D93FF,0.13018199537394004
hard shelf,offshore,reduced oxygen,climate-change-other,ssp245_medium-term,#E95D93FF,0.1332011736443979
hard shelf,offshore,reduced oxygen,climate-change-other,ssp245_near-term,#E95D93FF,0.13216464373842074
hard shelf,offshore,reduced oxygen,climate-change-other,ssp585_current,#E95D93FF,0.13018199537394004
hard shelf,offshore,reduced oxygen,climate-change-other,ssp585_medium-term,#E95D93FF,0.13437525171011072
hard shelf,offshore,reduced oxygen,climate-change-other,ssp585_near-term,#E95D93FF,0.13238275793646942
hard shelf,offshore,sea level rise,climate-change-other,ssp245_current,#9F2C6CFF,0
hard shelf,offshore,sea level rise,climate-change-other,ssp245_medium-term,#9F2C6CFF,0
hard shelf,offshore,sea level rise,climate-change-other,ssp245_near-term,#9F2C6CFF,0
hard shelf,offshore,sea level rise,climate-change-other,ssp585_current,#9F2C6CFF,0
hard shelf,offshore,sea level rise,climate-change-other,ssp585_medium-term,#9F2C6CFF,0
hard shelf,offshore,sea level rise,climate-change-other,ssp585_near-term,#9F2C6CFF,0
hard slope,offshore,acidification,climate-change-other,ssp245_current,#C84382FF,0.029647568682925306
hard slope,offshore,acidification,climate-change-other,ssp245_medium-term,#C84382FF,0.05673694245591796
hard slope,offshore,acidification,climate-change-other,ssp245_near-term,#C84382FF,0.04094422298414402
hard slope,offshore,acidification,climate-change-other,ssp585_current,#C84382FF,0.02993461857948302
hard slope,offshore,acidification,climate-change-other,ssp585_medium-term,#C84382FF,0.07713344373739835
hard slope,offshore,acidification,climate-change-other,ssp585_near-term,#C84382FF,0.043780066178644564
hard slope,offshore,air heat index,climate-change-temperature,ssp245_current,#8A0000FF,0
hard slope,offshore,air heat index,climate-change-temperature,ssp245_medium-term,#8A0000FF,0
hard slope,offshore,air heat index,climate-change-temperature,ssp245_near-term,#8A0000FF,0
hard slope,offshore,air heat index,climate-change-temperature,ssp585_current,#8A0000FF,0
hard slope,offshore,air heat index,climate-change-temperature,ssp585_medium-term,#8A0000FF,0
hard slope,offshore,air heat index,climate-change-temperature,ssp585_near-term,#8A0000FF,0
hard slope,offshore,coastal disturbance,land-based,ssp245_current,#ECA045FF,0
hard slope,offshore,coastal disturbance,land-based,ssp245_medium-term,#ECA045FF,0
hard slope,offshore,coastal disturbance,land-based,ssp245_near-term,#ECA045FF,0
hard slope,offshore,coastal disturbance,land-based,ssp585_current,#ECA045FF,0
hard slope,offshore,coastal disturbance,land-based,ssp585_medium-term,#ECA045FF,0
hard slope,offshore,coastal disturbance,land-based,ssp585_near-term,#ECA045FF,0
hard slope,offshore,fisheries biomass loss,fisheries,ssp245_current,#4DB0D3FF,0.12082025087818309
hard slope,offshore,fisheries biomass loss,fisheries,ssp245_medium-term,#4DB0D3FF,0.17944273538769978
hard slope,offshore,fisheries biomass loss,fisheries,ssp245_near-term,#4DB0D3FF,0.15443858870642038
hard slope,offshore,fisheries biomass loss,fisheries,ssp585_current,#4DB0D3FF,0.12238025975868302
hard slope,offshore,fisheries biomass loss,fisheries,ssp585_medium-term,#4DB0D3FF,0.1943012039442322
hard slope,offshore,fisheries biomass loss,fisheries,ssp585_near-term,#4DB0D3FF,0.16320762618127002
hard slope,offshore,light pollution,land-based,ssp245_current,#DFC524FF,0
hard slope,offshore,light pollution,land-based,ssp245_medium-term,#DFC524FF,0
hard slope,offshore,light pollution,land-based,ssp245_near-term,#DFC524FF,0
hard slope,offshore,light pollution,land-based,ssp585_current,#DFC524FF,0
hard slope,offshore,light pollution,land-based,ssp585_medium-term,#DFC524FF,0
hard slope,offshore,light pollution,land-based,ssp585_near-term,#DFC524FF,0
hard slope,offshore,nutrient pollution,land-based,ssp245_current,#ED8660FF,2.6142294569033385e-4
hard slope,offshore,nutrient pollution,land-based,ssp245_medium-term,#ED8660FF,3.365988505470242e-4
hard slope,offshore,nutrient pollution,land-based,ssp245_near-term,#ED8660FF,3.0877034853662164e-4
hard slope,offshore,nutrient pollution,land-based,ssp585_current,#ED8660FF,2.6196565082627744e-4
hard slope,offshore,nutrient pollution,land-based,ssp585_medium-term,#ED8660FF,3.295264382016689e-4
hard slope,offshore,nutrient pollution,land-based,ssp585_near-term,#ED8660FF,3.131343326559366e-4
hard slope,offshore,ocean warming,climate-change-temperature,ssp245_current,#3B060AFF,0.017608113045381478
hard slope,offshore,ocean warming,climate-change-temperature,ssp245_medium-term,#3B060AFF,0.042038736045113594
hard slope,offshore,ocean warming,climate-change-temperature,ssp245_near-term,#3B060AFF,0.02450512997748222
hard slope,offshore,ocean warming,climate-change-temperature,ssp585_current,#3B060AFF,0.017608113045381478
hard slope,offshore,ocean warming,climate-change-temperature,ssp585_medium-term,#3B060AFF,0.04556047590492838
hard slope,offshore,ocean warming,climate-change-temperature,ssp585_near-term,#3B060AFF,0.025471411642783097
hard slope,offshore,primary productivity,productivity,ssp245_current,#A1BE79FF,0.005615411014165122
hard slope,offshore,primary productivity,productivity,ssp245_medium-term,#A1BE79FF,0.03126586356105561
hard slope,offshore,primary productivity,productivity,ssp245_near-term,#A1BE79FF,0.02271972779086481
hard slope,offshore,primary productivity,productivity,ssp585_current,#A1BE79FF,0.005491471694923765
hard slope,offshore,primary productivity,productivity,ssp585_medium-term,#A1BE79FF,0.035600584708352014
hard slope,offshore,primary productivity,productivity,ssp585_near-term,#A1BE79FF,0.023430218201620365
hard slope,offshore,reduced oxygen,climate-change-other,ssp245_current,#E95D93FF,0.06469988826362467
hard slope,offshore,reduced oxygen,climate-change-other,ssp245_medium-term,#E95D93FF,0.06857049065693872
hard slope,offshore,reduced oxygen,climate-change-other,ssp245_near-term,#E95D93FF,0.06602216004162606
hard slope,offshore,reduced oxygen,climate-change-other,ssp585_current,#E95D93FF,0.06469988826362467
hard slope,offshore,reduced oxygen,climate-change-other,ssp585_medium-term,#E95D93FF,0.06896580971852115
hard slope,offshore,reduced oxygen,climate-change-other,ssp585_near-term,#E95D93FF,0.06604310621946556
hard slope,offshore,sea level rise,climate-change-other,ssp245_current,#9F2C6CFF,0
hard slope,offshore,sea level rise,climate-change-other,ssp245_medium-term,#9F2C6CFF,0
hard slope,offshore,sea level rise,climate-change-other,ssp245_near-term,#9F2C6CFF,0
hard slope,offshore,sea level rise,climate-change-other,ssp585_current,#9F2C6CFF,0
hard slope,offshore,sea level rise,climate-change-other,ssp585_medium-term,#9F2C6CFF,0
hard slope,offshore,sea level rise,climate-change-other,ssp585_near-term,#9F2C6CFF,0
intertidal mud,intertidal-coastal,acidification,climate-change-other,ssp245_current,#C84382FF,0.06231121706630435
intertidal mud,intertidal-coastal,acidification,climate-change-other,ssp245_medium-term,#C84382FF,0.0972523645603349
intertidal mud,intertidal-coastal,acidification,climate-change-other,ssp245_near-term,#C84382FF,0.0796778296594517
intertidal mud,intertidal-coastal,acidification,climate-change-other,ssp585_current,#C84382FF,0.06237387475547126
intertidal mud,intertidal-coastal,acidification,climate-change-other,ssp585_medium-term,#C84382FF,0.11163644906493779
intertidal mud,intertidal-coastal,acidification,climate-change-other,ssp585_near-term,#C84382FF,0.08320676528762047
intertidal mud,intertidal-coastal,air heat index,climate-change-temperature,ssp245_current,#8A0000FF,0.002399779961521042
intertidal mud,intertidal-coastal,air heat index,climate-change-temperature,ssp245_medium-term,#8A0000FF,0.01870223083461918
intertidal mud,intertidal-coastal,air heat index,climate-change-temperature,ssp245_near-term,#8A0000FF,0.006949190862121014
intertidal mud,intertidal-coastal,air heat index,climate-change-temperature,ssp585_current,#8A0000FF,0.002327841771691087
intertidal mud,intertidal-coastal,air heat index,climate-change-temperature,ssp585_medium-term,#8A0000FF,0.03422686733080541
intertidal mud,intertidal-coastal,air heat index,climate-change-temperature,ssp585_near-term,#8A0000FF,0.008354381534350688
intertidal mud,intertidal-coastal,coastal disturbance,land-based,ssp245_current,#ECA045FF,0.08671874443567243
intertidal mud,intertidal-coastal,coastal disturbance,land-based,ssp245_medium-term,#ECA045FF,0.08868857263974507
intertidal mud,intertidal-coastal,coastal disturbance,land-based,ssp245_near-term,#ECA045FF,0.088006474449403
intertidal mud,intertidal-coastal,coastal disturbance,land-based,ssp585_current,#ECA045FF,0.08654727661697509
intertidal mud,intertidal-coastal,coastal disturbance,land-based,ssp585_medium-term,#ECA045FF,0.08775420954726448
intertidal mud,intertidal-coastal,coastal disturbance,land-based,ssp585_near-term,#ECA045FF,0.08751746264604712
intertidal mud,intertidal-coastal,fisheries biomass loss,fisheries,ssp245_current,#4DB0D3FF,0.07231292424378243
intertidal mud,intertidal-coastal,fisheries biomass loss,fisheries,ssp245_medium-term,#4DB0D3FF,0.09597106851354813
intertidal mud,intertidal-coastal,fisheries biomass loss,fisheries,ssp245_near-term,#4DB0D3FF,0.08636565386857893
intertidal mud,intertidal-coastal,fisheries biomass loss,fisheries,ssp585_current,#4DB0D3FF,0.07288537037073185
intertidal mud,intertidal-coastal,fisheries biomass loss,fisheries,ssp585_medium-term,#4DB0D3FF,0.10345144560380436
intertidal mud,intertidal-coastal,fisheries biomass loss,fisheries,ssp585_near-term,#4DB0D3FF,0.09061680199541915
intertidal mud,intertidal-coastal,light pollution,land-based,ssp245_current,#DFC524FF,0.005270586561616036
intertidal mud,intertidal-coastal,light pollution,land-based,ssp245_medium-term,#DFC524FF,0.00833024547844667
intertidal mud,intertidal-coastal,light pollution,land-based,ssp245_near-term,#DFC524FF,0.006910041044816552
intertidal mud,intertidal-coastal,light pollution,land-based,ssp585_current,#DFC524FF,0.005277276588885152
intertidal mud,intertidal-coastal,light pollution,land-based,ssp585_medium-term,#DFC524FF,0.009658678142926683
intertidal mud,intertidal-coastal,light pollution,land-based,ssp585_near-term,#DFC524FF,0.007332093676457304
intertidal mud,intertidal-coastal,nutrient pollution,land-based,ssp245_current,#ED8660FF,0.01744263605441408
intertidal mud,intertidal-coastal,nutrient pollution,land-based,ssp245_medium-term,#ED8660FF,0.020377548022027372
intertidal mud,intertidal-coastal,nutrient pollution,land-based,ssp245_near-term,#ED8660FF,0.01924663680772888
intertidal mud,intertidal-coastal,nutrient pollution,land-based,ssp585_current,#ED8660FF,0.017505258662337576
intertidal mud,intertidal-coastal,nutrient pollution,land-based,ssp585_medium-term,#ED8660FF,0.020116078625743307
intertidal mud,intertidal-coastal,nutrient pollution,land-based,ssp585_near-term,#ED8660FF,0.01943415175807367
intertidal mud,intertidal-coastal,ocean warming,climate-change-temperature,ssp245_current,#3B060AFF,0.07409591285724401
intertidal mud,intertidal-coastal,ocean warming,climate-change-temperature,ssp245_medium-term,#3B060AFF,0.18938445348255215
intertidal mud,intertidal-coastal,ocean warming,climate-change-temperature,ssp245_near-term,#3B060AFF,0.12361595408252213
intertidal mud,intertidal-coastal,ocean warming,climate-change-temperature,ssp585_current,#3B060AFF,0.07208210513411846
intertidal mud,intertidal-coastal,ocean warming,climate-change-temperature,ssp585_medium-term,#3B060AFF,0.2209165119942675
intertidal mud,intertidal-coastal,ocean warming,climate-change-temperature,ssp585_near-term,#3B060AFF,0.10764133400063598
intertidal mud,intertidal-coastal,primary productivity,productivity,ssp245_current,#A1BE79FF,9.639156179176649e-4
intertidal mud,intertidal-coastal,primary productivity,productivity,ssp245_medium-term,#A1BE79FF,0.007150788901149718
intertidal mud,intertidal-coastal,primary productivity,productivity,ssp245_near-term,#A1BE79FF,0.004580566882558206
intertidal mud,intertidal-coastal,primary productivity,productivity,ssp585_current,#A1BE79FF,9.396056748264583e-4
intertidal mud,intertidal-coastal,primary productivity,productivity,ssp585_medium-term,#A1BE79FF,0.007716514413886892
intertidal mud,intertidal-coastal,primary productivity,productivity,ssp585_near-term,#A1BE79FF,0.004831581142223387
intertidal mud,intertidal-coastal,reduced oxygen,climate-change-other,ssp245_current,#E95D93FF,0.002711128774615179
intertidal mud,intertidal-coastal,reduced oxygen,climate-change-other,ssp245_medium-term,#E95D93FF,0.009628534892842835
intertidal mud,intertidal-coastal,reduced oxygen,climate-change-other,ssp245_near-term,#E95D93FF,0.005453428177358032
intertidal mud,intertidal-coastal,reduced oxygen,climate-change-other,ssp585_current,#E95D93FF,0.002711128774615179
intertidal mud,intertidal-coastal,reduced oxygen,climate-change-other,ssp585_medium-term,#E95D93FF,0.01333822229623411
intertidal mud,intertidal-coastal,reduced oxygen,climate-change-other,ssp585_near-term,#E95D93FF,0.005630302501609231
intertidal mud,intertidal-coastal,sea level rise,climate-change-other,ssp245_current,#9F2C6CFF,0.02732023181368078
intertidal mud,intertidal-coastal,sea level rise,climate-change-other,ssp245_medium-term,#9F2C6CFF,0.07727386438751577
intertidal mud,intertidal-coastal,sea level rise,climate-change-other,ssp245_near-term,#9F2C6CFF,0.02732023181368078
intertidal mud,intertidal-coastal,sea level rise,climate-change-other,ssp585_current,#9F2C6CFF,0.03348296865302125
intertidal mud,intertidal-coastal,sea level rise,climate-change-other,ssp585_medium-term,#9F2C6CFF,0.1204095337328025
intertidal mud,intertidal-coastal,sea level rise,climate-change-other,ssp585_near-term,#9F2C6CFF,0.03348296865302125
kelp forest,intertidal-coastal,acidification,climate-change-other,ssp245_current,#C84382FF,0
kelp forest,intertidal-coastal,acidification,climate-change-other,ssp245_medium-term,#C84382FF,0
kelp forest,intertidal-coastal,acidification,climate-change-other,ssp245_near-term,#C84382FF,0
kelp forest,intertidal-coastal,acidification,climate-change-other,ssp585_current,#C84382FF,0
kelp forest,intertidal-coastal,acidification,climate-change-other,ssp585_medium-term,#C84382FF,0
kelp forest,intertidal-coastal,acidification,climate-change-other,ssp585_near-term,#C84382FF,0
kelp forest,intertidal-coastal,air heat index,climate-change-temperature,ssp245_current,#8A0000FF,0
kelp forest,intertidal-coastal,air heat index,climate-change-temperature,ssp245_medium-term,#8A0000FF,0
kelp forest,intertidal-coastal,air heat index,climate-change-temperature,ssp245_near-term,#8A0000FF,0
kelp forest,intertidal-coastal,air heat index,climate-change-temperature,ssp585_current,#8A0000FF,0
kelp forest,intertidal-coastal,air heat index,climate-change-temperature,ssp585_medium-term,#8A0000FF,0
kelp forest,intertidal-coastal,air heat index,climate-change-temperature,ssp585_near-term,#8A0000FF,0
kelp forest,intertidal-coastal,coastal disturbance,land-based,ssp245_current,#ECA045FF,0.06194170782796559
kelp forest,intertidal-coastal,coastal disturbance,land-based,ssp245_medium-term,#ECA045FF,0.06284672269537447
kelp forest,intertidal-coastal,coastal disturbance,land-based,ssp245_near-term,#ECA045FF,0.06254246565430123
kelp forest,intertidal-coastal,coastal disturbance,land-based,ssp585_current,#ECA045FF,0.06223227530130794
kelp forest,intertidal-coastal,coastal disturbance,land-based,ssp585_medium-term,#ECA045FF,0.06503926468744428
kelp forest,intertidal-coastal,coastal disturbance,land-based,ssp585_near-term,#ECA045FF,0.06348805263420133
kelp forest,intertidal-coastal,fisheries biomass loss,fisheries,ssp245_current,#4DB0D3FF,0.18358500207759848
kelp forest,intertidal-coastal,fisheries biomass loss,fisheries,ssp245_medium-term,#4DB0D3FF,0.20406198692753127
kelp forest,intertidal-coastal,fisheries biomass loss,fisheries,ssp245_near-term,#4DB0D3FF,0.19819884679709723
kelp forest,intertidal-coastal,fisheries biomass loss,fisheries,ssp585_current,#4DB0D3FF,0.1848639842028897
kelp forest,intertidal-coastal,fisheries biomass loss,fisheries,ssp585_medium-term,#4DB0D3FF,0.21891522869508903
kelp forest,intertidal-coastal,fisheries biomass loss,fisheries,ssp585_near-term,#4DB0D3FF,0.20710197715672746
kelp forest,intertidal-coastal,light pollution,land-based,ssp245_current,#DFC524FF,0.0014956709565989575
kelp forest,intertidal-coastal,light pollution,land-based,ssp245_medium-term,#DFC524FF,0.0019209789471274525
kelp forest,intertidal-coastal,light pollution,land-based,ssp245_near-term,#DFC524FF,0.0017639975159098801
kelp forest,intertidal-coastal,light pollution,land-based,ssp585_current,#DFC524FF,0.0015189308594849402
kelp forest,intertidal-coastal,light pollution,land-based,ssp585_medium-term,#DFC524FF,0.002195783685419352
kelp forest,intertidal-coastal,light pollution,land-based,ssp585_near-term,#DFC524FF,0.0018635021788200132
kelp forest,intertidal-coastal,nutrient pollution,land-based,ssp245_current,#ED8660FF,0.004936977089706753
kelp forest,intertidal-coastal,nutrient pollution,land-based,ssp245_medium-term,#ED8660FF,0.004792104823689612
kelp forest,intertidal-coastal,nutrient pollution,land-based,ssp245_near-term,#ED8660FF,0.0049106719834131896
kelp forest,intertidal-coastal,nutrient pollution,land-based,ssp585_current,#ED8660FF,0.004932860424422036
kelp forest,intertidal-coastal,nutrient pollution,land-based,ssp585_medium-term,#ED8660FF,0.004569365953868009
kelp forest,intertidal-coastal,nutrient pollution,land-based,ssp585_near-term,#ED8660FF,0.004814832982900711
kelp forest,intertidal-coastal,ocean warming,climate-change-temperature,ssp245_current,#3B060AFF,0.03564367185474597
kelp forest,intertidal-coastal,ocean warming,climate-change-temperature,ssp245_medium-term,#3B060AFF,0.05055724875989338
kelp forest,intertidal-coastal,ocean warming,climate-change-temperature,ssp245_near-term,#3B060AFF,0.04262181394128517
kelp forest,intertidal-coastal,ocean warming,climate-change-temperature,ssp585_current,#3B060AFF,0.035510509427663
kelp forest,intertidal-coastal,ocean warming,climate-change-temperature,ssp585_medium-term,#3B060AFF,0.060013156393444324
kelp forest,intertidal-coastal,ocean warming,climate-change-temperature,ssp585_near-term,#3B060AFF,0.04400057562530047
kelp forest,intertidal-coastal,primary productivity,productivity,ssp245_current,#A1BE79FF,0.0026482885274266197
kelp forest,intertidal-coastal,primary productivity,productivity,ssp245_medium-term,#A1BE79FF,0.03869863593333981
kelp forest,intertidal-coastal,primary productivity,productivity,ssp245_near-term,#A1BE79FF,0.025707399886861756
kelp forest,intertidal-coastal,primary productivity,productivity,ssp585_current,#A1BE79FF,0.0025588267115700587
kelp forest,intertidal-coastal,primary productivity,productivity,ssp585_medium-term,#A1BE79FF,0.04207009865334903
kelp forest,intertidal-coastal,primary productivity,productivity,ssp585_near-term,#A1BE79FF,0.02739863568601719
kelp forest,intertidal-coastal,reduced oxygen,climate-change-other,ssp245_current,#E95D93FF,0.0015543210557860008
kelp forest,intertidal-coastal,reduced oxygen,climate-change-other,ssp245_medium-term,#E95D93FF,0.004890531470971128
kelp forest,intertidal-coastal,reduced oxygen,climate-change-other,ssp245_near-term,#E95D93FF,0.002834529625875932
kelp forest,intertidal-coastal,reduced oxygen,climate-change-other,ssp585_current,#E95D93FF,0.0015543210557860008
kelp forest,intertidal-coastal,reduced oxygen,climate-change-other,ssp585_medium-term,#E95D93FF,0.007025549585747455
kelp forest,intertidal-coastal,reduced oxygen,climate-change-other,ssp585_near-term,#E95D93FF,0.0031851292278028084
kelp forest,intertidal-coastal,sea level rise,climate-change-other,ssp245_current,#9F2C6CFF,0.012019832889416857
kelp forest,intertidal-coastal,sea level rise,climate-change-other,ssp245_medium-term,#9F2C6CFF,0.03506033306103323
kelp forest,intertidal-coastal,sea level rise,climate-change-other,ssp245_near-term,#9F2C6CFF,0.012019832889416857
kelp forest,intertidal-coastal,sea level rise,climate-change-other,ssp585_current,#9F2C6CFF,0.015104948255795576
kelp forest,intertidal-coastal,sea level rise,climate-change-other,ssp585_medium-term,#9F2C6CFF,0.06108204868405636
kelp forest,intertidal-coastal,sea level rise,climate-change-other,ssp585_near-term,#9F2C6CFF,0.015104948255795576
mangrove,intertidal-coastal,acidification,climate-change-other,ssp245_current,#C84382FF,0.00199711295473674
mangrove,intertidal-coastal,acidification,climate-change-other,ssp245_medium-term,#C84382FF,0.00843098400420666
mangrove,intertidal-coastal,acidification,climate-change-other,ssp245_near-term,#C84382FF,0.004274051673801901
mangrove,intertidal-coastal,acidification,climate-change-other,ssp585_current,#C84382FF,0.0020676975255477657
mangrove,intertidal-coastal,acidification,climate-change-other,ssp585_medium-term,#C84382FF,0.018236719151722185
mangrove,intertidal-coastal,acidification,climate-change-other,ssp585_near-term,#C84382FF,0.0047841206633143524
mangrove,intertidal-coastal,air heat index,climate-change-temperature,ssp245_current,#8A0000FF,0
mangrove,intertidal-coastal,air heat index,climate-change-temperature,ssp245_medium-term,#8A0000FF,0
mangrove,intertidal-coastal,air heat index,climate-change-temperature,ssp245_near-term,#8A0000FF,0
mangrove,intertidal-coastal,air heat index,climate-change-temperature,ssp585_current,#8A0000FF,0
mangrove,intertidal-coastal,air heat index,climate-change-temperature,ssp585_medium-term,#8A0000FF,0
mangrove,intertidal-coastal,air heat index,climate-change-temperature,ssp585_near-term,#8A0000FF,0
mangrove,intertidal-coastal,coastal disturbance,land-based,ssp245_current,#ECA045FF,0.23506661903960288
mangrove,intertidal-coastal,coastal disturbance,land-based,ssp245_medium-term,#ECA045FF,0.24151701889886804
mangrove,intertidal-coastal,coastal disturbance,land-based,ssp245_near-term,#ECA045FF,0.23909231640061485
mangrove,intertidal-coastal,coastal disturbance,land-based,ssp585_current,#ECA045FF,0.23396400391390504
mangrove,intertidal-coastal,coastal disturbance,land-based,ssp585_medium-term,#ECA045FF,0.2356294579593742
mangrove,intertidal-coastal,coastal disturbance,land-based,ssp585_near-term,#ECA045FF,0.23608325916400097
mangrove,intertidal-coastal,fisheries biomass loss,fisheries,ssp245_current,#4DB0D3FF,0.14599672434802796
mangrove,intertidal-coastal,fisheries biomass loss,fisheries,ssp245_medium-term,#4DB0D3FF,0.22816863642731833
mangrove,intertidal-coastal,fisheries biomass loss,fisheries,ssp245_near-term,#4DB0D3FF,0.19521889274629858
mangrove,intertidal-coastal,fisheries biomass loss,fisheries,ssp585_current,#4DB0D3FF,0.14709220591590455
